filename,width,height,resolution,magnification,tif_cksum,tif_size,us_wsi_url,us_tif_url,us_jpg_url,eu_wsi_url,eu_tif_url,eu_jpg_url,asia_wsi_url,asia_tif_url,asia_jpg_url
C06_B108_S21.tif,142848,54272,0.2271746248006821,40,829130746,448839470,s3://drivendata-competition-sfp-public/train/wsi_images/C06_B108_S21.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C06_B108_S21.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C06_B108_S21.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C06_B108_S21.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C06_B108_S21.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C06_B108_S21.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C06_B108_S21.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C06_B108_S21.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C06_B108_S21.jpg
C13_B156_S11.tif,271950,294038,0.24253472685813904,20,170934639,1916702702,s3://drivendata-competition-sfp-public/train/wsi_images/C13_B156_S11.zip,s3://drivendata-competition-sfp-public/train/tif_images/C13_B156_S11.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C13_B156_S11.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C13_B156_S11.zip,s3://drivendata-competition-sfp-public-eu/train/tif_images/C13_B156_S11.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C13_B156_S11.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C13_B156_S11.zip,s3://drivendata-competition-sfp-public-asia/train/tif_images/C13_B156_S11.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C13_B156_S11.jpg
C13_B145_S11.tif,271950,294038,0.24253472685813904,20,959340768,2002558290,s3://drivendata-competition-sfp-public/train/wsi_images/C13_B145_S11.zip,s3://drivendata-competition-sfp-public/train/tif_images/C13_B145_S11.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C13_B145_S11.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C13_B145_S11.zip,s3://drivendata-competition-sfp-public-eu/train/tif_images/C13_B145_S11.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C13_B145_S11.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C13_B145_S11.zip,s3://drivendata-competition-sfp-public-asia/train/tif_images/C13_B145_S11.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C13_B145_S11.jpg
C13_B141_S11.tif,271950,294038,0.24253472685813904,20,104195472,2344937334,s3://drivendata-competition-sfp-public/train/wsi_images/C13_B141_S11.zip,s3://drivendata-competition-sfp-public/train/tif_images/C13_B141_S11.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C13_B141_S11.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C13_B141_S11.zip,s3://drivendata-competition-sfp-public-eu/train/tif_images/C13_B141_S11.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C13_B141_S11.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C13_B141_S11.zip,s3://drivendata-competition-sfp-public-asia/train/tif_images/C13_B141_S11.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C13_B141_S11.jpg
C06_B116_S21.tif,166656,108800,0.2271746248006821,40,395797192,1772752422,s3://drivendata-competition-sfp-public/train/wsi_images/C06_B116_S21.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C06_B116_S21.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C06_B116_S21.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C06_B116_S21.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C06_B116_S21.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C06_B116_S21.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C06_B116_S21.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C06_B116_S21.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C06_B116_S21.jpg
C06_B115_S21.tif,166656,99072,0.2271746248006821,40,3502752698,1530821510,s3://drivendata-competition-sfp-public/train/wsi_images/C06_B115_S21.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C06_B115_S21.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C06_B115_S21.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C06_B115_S21.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C06_B115_S21.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C06_B115_S21.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C06_B115_S21.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C06_B115_S21.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C06_B115_S21.jpg
C06_B111_S21.tif,182528,108800,0.2271746248006821,40,2536280557,1364046012,s3://drivendata-competition-sfp-public/train/wsi_images/C06_B111_S21.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C06_B111_S21.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C06_B111_S21.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C06_B111_S21.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C06_B111_S21.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C06_B111_S21.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C06_B111_S21.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C06_B111_S21.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C06_B111_S21.jpg
C12_B132_S12.tif,145920,48384,0.23000137507915494,40,3820332528,842356598,s3://drivendata-competition-sfp-public/train/wsi_images/C12_B132_S12.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C12_B132_S12.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C12_B132_S12.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C12_B132_S12.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C12_B132_S12.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C12_B132_S12.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C12_B132_S12.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C12_B132_S12.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C12_B132_S12.jpg
C12_B131_S12.tif,180480,69120,0.23000137507915494,40,2819309075,1603760442,s3://drivendata-competition-sfp-public/train/wsi_images/C12_B131_S12.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C12_B131_S12.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C12_B131_S12.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C12_B131_S12.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C12_B131_S12.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C12_B131_S12.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C12_B131_S12.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C12_B131_S12.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C12_B131_S12.jpg
C12_B130_S12.tif,96000,71424,0.23000137507915494,40,4291239920,831252368,s3://drivendata-competition-sfp-public/train/wsi_images/C12_B130_S12.ndpi,s3://drivendata-competition-sfp-public/train/tif_images/C12_B130_S12.tif,s3://drivendata-competition-sfp-public/train/downsampled_images/C12_B130_S12.jpg,s3://drivendata-competition-sfp-public-eu/train/wsi_images/C12_B130_S12.ndpi,s3://drivendata-competition-sfp-public-eu/train/tif_images/C12_B130_S12.tif,s3://drivendata-competition-sfp-public-eu/train/downsampled_images/C12_B130_S12.jpg,s3://drivendata-competition-sfp-public-asia/train/wsi_images/C12_B130_S12.ndpi,s3://drivendata-competition-sfp-public-asia/train/tif_images/C12_B130_S12.tif,s3://drivendata-competition-sfp-public-asia/train/downsampled_images/C12_B130_S12.jpg
